class,level,time,latitude,longitude
C,1.3,21 December 2011 at 12:36,199.336,10.8667
C,2.0,21 December 2011 at 13:12,199.303,10.9096
C,1.5,23 December 2011 at 10:12,198.602,12.2198
C,5.7,26 December 2011 at 11:48,197.703,12.5515
C,2.3,28 December 2011 at 21:12,198.059,12.2653
C,5.2,24 December 2011 at 08:36,148.040,-17.7079
C,1.1,24 December 2011 at 11:12,148.112,-17.7516
C,8.9,27 December 2011 at 04:24,147.960,-18.4016
C,4.0,28 December 2011 at 20:36,147.007,-18.6016
C,1.2,31 December 2011 at 17:36,145.390,-19.0523
C,1.3,04 January 2012 at 11:12,148.036,-18.7194
C,1.9,05 January 2012 at 07:24,123.626,10.0682
C,1.4,06 January 2012 at 17:24,124.421,9.85290
C,2.1,28 December 2011 at 02:12,97.5755,-21.0501
C,4.5,28 December 2011 at 03:48,96.6553,-21.3116
C,2.6,28 December 2011 at 05:24,95.8125,-21.4079
C,7.2,28 December 2011 at 14:24,94.5477,-21.5745
C,6.2,28 December 2011 at 21:24,94.0415,-21.7245
C,3.0,29 December 2011 at 04:00,93.3409,-21.7775
C,3.0,29 December 2011 at 06:24,93.0694,-21.8301
C,7.3,29 December 2011 at 07:24,93.0206,-21.8400
C,5.4,29 December 2011 at 08:48,93.0896,-21.8490
C,1.5,29 December 2011 at 09:48,93.0087,-21.8500
C,2.8,29 December 2011 at 16:24,92.5795,-21.8350
C,2.9,29 December 2011 at 17:36,92.5888,-21.8354
C,2.3,29 December 2011 at 19:24,92.5239,-21.8415
C,2.3,29 December 2011 at 20:36,92.4760,-21.8925
C,2.5,29 December 2011 at 21:00,92.4488,-21.8933
C,3.4,30 December 2011 at 08:24,92.3610,-22.0632
C,1.6,30 December 2011 at 10:12,92.3215,-22.0688
C,8.4,30 December 2011 at 10:36,92.3434,-22.0553
C,1.8,30 December 2011 at 13:36,92.0961,-22.0972
C,1.8,30 December 2011 at 18:24,91.8763,-22.1021
C,3.9,30 December 2011 at 21:12,91.6494,-22.1220
C,1.6,30 December 2011 at 23:36,91.3530,-22.1145
C,3.2,01 January 2012 at 07:36,89.2760,-22.2600
C,1.6,02 January 2012 at 05:24,88.3031,-22.3960
C,1.5,02 January 2012 at 07:24,88.2398,-22.3999
C,1.4,06 January 2012 at 06:12,83.9726,-22.6240
C,1.8,08 January 2012 at 13:24,84.0043,-21.3441
C,1.3,08 January 2012 at 15:00,84.2256,-21.1915
C,1.4,08 January 2012 at 17:24,84.7184,-20.8487
C,1.5,04 January 2012 at 09:00,70.6866,19.6589
C,2.1,05 January 2012 at 12:36,71.3944,19.8965
C,2.2,06 January 2012 at 11:24,71.5629,19.9962
C,2.6,07 January 2012 at 00:12,71.3171,19.6495
C,2.9,08 January 2012 at 03:24,54.2242,17.2290
C,1.9,08 January 2012 at 06:12,54.2894,17.1730
C,1.1,09 January 2012 at 10:48,54.7175,16.8600
C,1.0,10 January 2012 at 01:48,55.0493,16.7732
C,2.2,11 January 2012 at 00:12,55.0707,16.8328
C,3.7,11 January 2012 at 04:48,55.0269,16.8776
C,3.3,12 January 2012 at 13:24,49.7061,17.8977
C,1.4,09 January 2012 at 15:00,11.5968,12.3099
C,1.3,09 January 2012 at 17:24,11.6037,12.2815
C,1.7,10 January 2012 at 23:00,11.8797,12.2044
C,2.2,13 January 2012 at 06:00,12.8896,11.4325
C,2.3,15 January 2012 at 02:12,14.6371,10.5399
C,2.6,09 January 2012 at 20:12,-49.6024,20.6164
C,1.6,11 January 2012 at 01:48,309.771,20.7131
C,1.6,11 January 2012 at 11:12,309.549,20.8069
C,1.5,12 January 2012 at 01:00,309.176,20.8202
C,2.1,14 January 2012 at 03:36,287.112,25.2917
C,5.1,18 January 2012 at 23:24,284.595,24.7859
C,3.2,19 January 2012 at 12:48,284.301,24.7019
C,4.1,14 January 2012 at 12:12,216.576,21.0482
C,2.8,14 January 2012 at 18:36,215.608,22.4131
C,2.1,14 January 2012 at 22:00,214.984,22.9814
C,1.1,14 January 2012 at 23:24,214.808,23.1301
C,2.1,15 January 2012 at 02:48,214.546,23.2297
C,2.5,16 January 2012 at 00:24,213.578,23.2945
C,3.9,16 January 2012 at 08:12,213.180,23.1135
C,5.5,16 January 2012 at 10:36,213.032,23.0258
C,3.9,16 January 2012 at 23:12,212.910,22.7409
C,1.4,17 January 2012 at 17:24,212.478,22.6076
C,2.2,17 January 2012 at 18:36,212.517,22.6127
C,1.0,18 January 2012 at 00:00,212.335,22.4702
C,1.0,18 January 2012 at 10:00,212.226,22.1295
C,2.4,18 January 2012 at 10:36,212.249,22.1022
C,2.2,22 January 2012 at 09:00,211.264,22.0391
C,1.4,23 January 2012 at 20:12,208.678,23.0745
C,1.3,24 January 2012 at 17:12,207.685,24.7475
C,6.5,16 January 2012 at 04:48,213.382,23.1086
C,1.3,21 January 2012 at 21:24,211.707,21.7111
C,2.5,24 January 2012 at 09:48,207.906,24.1268
C,1.5,26 January 2012 at 00:00,206.149,27.3533
C,5.8,26 January 2012 at 00:36,206.128,27.4435
C,7.9,26 January 2012 at 01:48,206.098,27.4624
C,6.4,26 January 2012 at 05:48,206.369,28.0378
C,2.8,26 January 2012 at 20:48,206.625,29.4793
C,5.5,27 January 2012 at 06:48,206.923,29.6919
C,1.0,01 February 2012 at 04:36,130.651,11.4637
C,1.0,28 January 2012 at 15:36,63.8227,17.2234
C,1.3,30 January 2012 at 04:36,62.6695,15.8936
C,1.2,06 February 2012 at 17:24,56.6138,17.2710
C,3.5,07 February 2012 at 01:24,56.5803,17.1616
C,1.7,07 February 2012 at 04:24,56.5898,17.3300
C,5.1,07 February 2012 at 11:00,56.7036,17.3143
C,7.3,07 February 2012 at 22:24,56.6514,18.0022
C,2.9,08 February 2012 at 22:12,24.4287,11.1413
C,1.1,09 February 2012 at 09:36,24.5040,10.9313
C,1.0,10 February 2012 at 12:12,23.8391,10.8812
C,1.1,10 February 2012 at 15:36,24.1049,10.9221
C,1.5,11 February 2012 at 10:48,287.044,-18.3981
C,1.3,12 February 2012 at 04:48,200.362,27.9254
C,1.6,12 February 2012 at 07:00,200.151,28.2982
C,3.9,12 February 2012 at 14:48,199.807,28.5630
C,1.0,19 February 2012 at 08:48,177.091,15.8668
C,1.1,20 February 2012 at 03:48,177.380,15.6170
C,1.1,20 February 2012 at 11:24,177.416,15.5983
C,1.0,21 February 2012 at 11:48,177.185,15.5629
C,4.1,20 February 2012 at 05:12,132.064,15.2060
C,1.3,26 February 2012 at 11:24,131.297,16.7588
C,2.3,26 February 2012 at 21:36,130.968,16.3763
C,3.3,01 March 2012 at 15:24,54.7048,18.2909
C,1.3,03 March 2012 at 03:12,36.2342,11.8539
C,3.2,04 March 2012 at 17:36,35.9623,12.0549
C,7.2,08 March 2012 at 02:48,319.734,-17.0955
C,5.1,09 March 2012 at 21:48,318.815,-17.0541
C,1.6,11 March 2012 at 04:24,319.220,-16.1220
C,2.8,03 March 2012 at 06:12,-61.2931,17.6090
C,1.1,03 March 2012 at 18:00,-61.1399,17.4132
C,1.9,03 March 2012 at 19:48,-61.0795,17.3974
C,1.4,04 March 2012 at 01:48,-60.8603,17.3290
C,2.8,04 March 2012 at 03:36,-60.8337,17.3098
C,1.3,04 March 2012 at 06:48,-60.8468,17.2844
C,3.4,05 March 2012 at 00:36,302.080,17.4400
C,2.3,05 March 2012 at 10:36,302.492,17.4866
C,5.8,05 March 2012 at 12:12,302.480,17.4829
C,5.4,05 March 2012 at 15:00,302.346,17.4811
C,7.8,05 March 2012 at 15:24,302.330,17.4812
C,9.8,05 March 2012 at 16:24,302.315,17.4759
C,4.6,05 March 2012 at 16:48,302.327,17.4876
C,6.8,05 March 2012 at 18:36,302.245,17.4830
C,1.7,05 March 2012 at 20:12,302.152,17.4700
C,2.5,05 March 2012 at 23:00,302.190,17.4793
C,1.6,05 March 2012 at 23:24,302.196,17.4789
C,2.4,06 March 2012 at 00:00,302.198,17.4818
C,2.4,06 March 2012 at 02:36,302.265,17.5390
C,9.2,06 March 2012 at 03:24,302.314,17.5589
C,2.9,06 March 2012 at 05:24,302.284,17.5966
C,5.3,06 March 2012 at 07:48,302.299,17.6027
C,2.8,06 March 2012 at 11:12,302.304,17.6212
C,1.6,07 March 2012 at 16:24,303.125,17.9796
C,1.1,08 March 2012 at 16:24,302.927,17.8999
C,3.5,10 March 2012 at 02:36,302.308,17.9043
C,2.3,11 March 2012 at 03:24,301.634,17.8772
C,4.1,13 March 2012 at 00:36,299.884,17.9069
C,1.1,15 March 2012 at 01:36,300.059,18.3662
C,1.1,15 March 2012 at 14:12,295.010,19.0763
C,4.7,05 March 2012 at 01:12,302.197,17.4339
C,2.0,09 March 2012 at 16:12,302.509,17.9167
C,8.0,10 March 2012 at 15:48,302.069,17.8993
C,2.3,12 March 2012 at 02:00,300.894,17.9423
C,9.7,09 March 2012 at 20:24,222.438,15.3747
C,3.8,10 March 2012 at 01:24,222.413,15.3795
C,1.2,10 March 2012 at 13:24,222.632,15.3955
C,1.6,12 March 2012 at 12:12,222.455,15.1374
C,1.2,16 March 2012 at 02:36,222.149,14.7816
C,1.1,16 March 2012 at 12:36,222.175,14.9382
C,1.8,16 March 2012 at 17:36,222.234,15.0239
C,1.0,17 March 2012 at 03:12,222.165,15.0841
C,1.2,19 March 2012 at 13:48,221.848,14.4428
C,1.7,21 March 2012 at 00:12,223.350,13.6674
C,1.9,18 March 2012 at 02:36,207.465,-22.1978
C,3.5,19 March 2012 at 22:00,208.146,-21.4046
C,1.2,13 March 2012 at 01:48,199.487,12.0014
C,2.9,21 March 2012 at 12:48,155.235,-26.1638
C,1.2,21 March 2012 at 14:00,155.383,-26.1316
C,1.1,21 March 2012 at 15:48,155.496,-26.1019
C,1.1,22 March 2012 at 17:48,156.069,-25.2485
C,2.7,26 March 2012 at 23:36,61.6242,15.1552
C,1.7,27 March 2012 at 04:36,62.0304,15.2761
C,3.0,25 March 2012 at 00:24,64.8254,19.1468
C,1.2,25 March 2012 at 09:00,64.0302,18.7146
C,5.3,27 March 2012 at 03:12,61.9876,15.2114
C,1.4,28 March 2012 at 22:00,61.1437,13.7581
C,1.8,29 March 2012 at 11:48,105.616,-25.2131
C,2.5,25 March 2012 at 02:00,27.4033,-22.8647
C,1.2,30 March 2012 at 21:12,-56.8286,18.3717
C,3.9,09 April 2012 at 12:48,292.788,18.4297
C,2.4,07 April 2012 at 17:12,295.552,18.8458
C,1.2,04 April 2012 at 16:24,324.604,15.2547
C,3.1,05 April 2012 at 16:24,325.293,14.9875
C,1.5,05 April 2012 at 21:12,325.212,15.0284
C,1.1,05 April 2012 at 00:00,324.837,15.2134
C,2.6,09 April 2012 at 01:24,328.822,13.4574
C,3.1,18 April 2012 at 03:12,154.754,-28.0745
C,1.5,18 April 2012 at 11:48,156.994,-26.9127
C,8.9,18 April 2012 at 12:36,156.934,-26.8930
C,2.9,19 April 2012 at 03:00,157.279,-26.6772
C,1.8,22 April 2012 at 14:00,162.567,-26.5405
C,1.1,20 April 2012 at 03:24,140.739,-24.5268
C,1.0,21 April 2012 at 11:12,140.130,-24.3679
C,1.1,24 April 2012 at 11:48,135.528,-25.3140
C,1.8,21 April 2012 at 20:12,92.2434,-16.5381
C,1.2,22 April 2012 at 16:36,91.7654,-16.2462
C,1.9,22 April 2012 at 21:00,91.7430,-16.2093
C,1.3,25 April 2012 at 02:24,91.6144,-16.1357
C,1.1,27 April 2012 at 03:12,93.0518,-16.0633
C,1.6,27 April 2012 at 21:00,92.1324,-16.6252
C,1.4,19 April 2012 at 00:12,107.914,15.5040
C,2.4,21 April 2012 at 01:36,108.581,15.2195
C,1.7,22 April 2012 at 21:12,108.554,15.5069
C,3.7,25 April 2012 at 12:12,110.190,15.8719
C,1.3,25 April 2012 at 22:48,110.353,15.6689
C,1.1,17 April 2012 at 08:12,69.2694,11.4918
C,1.0,22 April 2012 at 09:24,71.4520,13.4357
C,1.0,23 April 2012 at 12:12,70.9909,13.8955
C,2.0,23 April 2012 at 17:48,70.5554,14.0100
C,1.6,20 April 2012 at 15:00,54.2099,-17.3471
C,3.3,20 April 2012 at 16:48,54.2938,-17.3226
C,1.6,20 April 2012 at 17:24,54.3007,-17.3159
C,1.0,20 April 2012 at 20:12,54.2718,-17.2295
C,1.6,20 April 2012 at 20:48,54.2617,-17.2124
C,1.4,20 April 2012 at 22:36,54.1946,-17.1743
C,1.3,22 April 2012 at 07:12,54.1364,-17.0509
C,1.7,22 April 2012 at 18:00,54.1583,-17.0630
C,2.4,22 April 2012 at 21:48,54.2042,-17.0757
C,2.0,23 April 2012 at 02:00,54.2227,-17.1040
C,1.2,26 April 2012 at 17:24,54.8171,-17.7094
C,2.4,27 April 2012 at 11:00,54.8808,-17.6769
C,1.1,29 April 2012 at 15:12,55.4953,-17.3311
C,1.1,29 April 2012 at 16:36,55.6346,-17.2901
C,3.9,30 April 2012 at 07:36,56.9212,-16.7634
C,1.8,27 April 2012 at 00:12,35.8469,11.3397
C,1.1,28 April 2012 at 14:12,36.7904,11.4492
C,1.7,29 April 2012 at 01:00,37.7570,11.4873
C,1.1,24 April 2012 at 04:36,-30.4132,-19.0226
C,1.1,24 April 2012 at 13:12,-28.3234,-19.4735
C,2.6,24 April 2012 at 16:48,-28.0734,-19.5316
C,1.0,27 April 2012 at 02:00,-26.7305,-20.3292
C,1.7,28 April 2012 at 09:00,334.638,-19.8986
C,1.1,29 April 2012 at 14:36,334.620,-19.9813
C,2.2,02 May 2012 at 18:00,335.206,-22.6926
C,2.1,02 May 2012 at 19:00,335.059,-22.7793
C,1.9,02 May 2012 at 20:48,334.904,-22.8445
C,1.0,03 May 2012 at 11:12,334.891,-23.2457
C,1.3,04 May 2012 at 05:00,335.215,-23.2669
C,1.5,06 May 2012 at 02:48,334.035,-25.8246
C,1.2,01 May 2012 at 22:48,336.719,-21.3994
C,3.7,24 April 2012 at 07:48,-30.7477,13.4170
C,2.0,27 April 2012 at 13:24,-29.5759,12.6206
C,1.1,28 April 2012 at 20:12,330.479,13.2910
C,1.1,28 April 2012 at 22:12,330.429,13.2699
C,1.5,27 April 2012 at 23:00,-80.2733,-21.5635
C,3.9,01 May 2012 at 04:48,278.231,-21.0531
C,1.8,04 May 2012 at 19:24,278.340,-20.4804
C,2.9,06 May 2012 at 03:24,277.943,-20.6159
C,1.0,29 April 2012 at 14:12,279.594,-20.9931
C,2.4,30 April 2012 at 03:00,279.559,-20.8601
C,2.4,30 April 2012 at 09:12,279.414,-20.8613
C,5.6,30 April 2012 at 10:24,279.385,-20.8489
C,1.2,30 April 2012 at 14:36,279.141,-20.8903
C,1.5,04 May 2012 at 14:48,278.563,-20.3639
C,1.1,07 May 2012 at 10:36,277.597,-20.9743
C,1.6,04 May 2012 at 21:00,226.361,15.8001
C,1.6,03 May 2012 at 14:36,219.992,5.25563
C,2.3,03 May 2012 at 17:00,220.044,5.25538
C,2.0,05 May 2012 at 23:36,184.768,10.6266
C,3.9,06 May 2012 at 04:36,184.478,10.6371
C,1.2,06 May 2012 at 05:36,184.401,10.6542
C,1.7,06 May 2012 at 07:00,184.313,10.6765
C,1.4,06 May 2012 at 11:48,184.066,10.7284
C,1.4,06 May 2012 at 13:48,183.976,10.7598
C,3.2,06 May 2012 at 16:48,183.849,10.8040
C,2.6,06 May 2012 at 17:36,183.815,10.8223
C,2.3,06 May 2012 at 19:24,183.769,10.8191
C,4.3,06 May 2012 at 20:12,183.800,10.8186
C,1.1,06 May 2012 at 22:36,183.776,10.8244
C,1.1,06 May 2012 at 23:12,183.722,10.8401
C,1.3,07 May 2012 at 00:36,183.669,10.8469
C,7.1,07 May 2012 at 02:48,183.620,10.8575
C,2.7,07 May 2012 at 03:24,183.635,10.8552
C,1.2,07 May 2012 at 03:48,183.632,10.8560
C,1.2,07 May 2012 at 03:48,183.632,10.8560
C,4.0,07 May 2012 at 07:00,183.561,10.8735
C,7.9,07 May 2012 at 11:12,183.547,10.8483
C,7.4,07 May 2012 at 17:24,183.725,10.8070
C,1.9,08 May 2012 at 08:36,183.917,10.7441
C,1.7,08 May 2012 at 09:24,183.901,10.7473
C,1.8,08 May 2012 at 10:36,183.910,10.7513
C,1.3,09 May 2012 at 09:48,184.058,10.5618
C,2.1,09 May 2012 at 16:48,184.167,10.5074
C,9.1,09 May 2012 at 20:48,184.180,10.4988
C,1.0,09 May 2012 at 23:00,184.188,10.4873
C,1.4,10 May 2012 at 00:12,184.207,10.4702
C,2.4,10 May 2012 at 01:48,184.237,10.4519
C,1.2,10 May 2012 at 02:12,184.244,10.4493
C,7.9,10 May 2012 at 05:12,184.273,10.4730
C,8.3,10 May 2012 at 05:24,184.270,10.4749
C,3.1,10 May 2012 at 06:00,184.271,10.4842
C,3.6,10 May 2012 at 06:24,184.281,10.4857
C,1.4,10 May 2012 at 07:36,184.276,10.5040
C,1.0,10 May 2012 at 10:36,184.277,10.5182
C,1.1,10 May 2012 at 12:12,184.294,10.5308
C,2.2,10 May 2012 at 12:36,184.303,10.5192
C,1.9,10 May 2012 at 13:12,184.314,10.5243
C,4.7,10 May 2012 at 13:36,184.314,10.5243
C,4.2,10 May 2012 at 14:00,184.327,10.5212
C,3.3,10 May 2012 at 17:00,184.384,10.4899
C,3.1,11 May 2012 at 03:48,184.456,10.4013
C,1.9,11 May 2012 at 04:36,184.463,10.3916
C,1.1,11 May 2012 at 05:24,184.477,10.3870
C,1.2,11 May 2012 at 07:00,184.486,10.3774
C,1.2,11 May 2012 at 07:48,184.472,10.3683
C,1.7,11 May 2012 at 08:12,184.468,10.3681
C,2.8,11 May 2012 at 08:36,184.470,10.3636
C,2.3,11 May 2012 at 09:48,184.489,10.3463
C,1.5,11 May 2012 at 12:12,184.554,10.2963
C,4.3,11 May 2012 at 13:12,184.571,10.2971
C,3.5,11 May 2012 at 14:24,184.604,10.2872
C,2.1,11 May 2012 at 17:12,184.646,10.2313
C,6.1,11 May 2012 at 17:36,184.646,10.2336
C,1.6,11 May 2012 at 19:00,184.689,10.2149
C,4.1,11 May 2012 at 20:12,184.712,10.2028
C,3.2,11 May 2012 at 23:48,184.779,10.1589
C,1.3,12 May 2012 at 04:36,184.825,10.1415
C,1.9,12 May 2012 at 05:12,184.814,10.1456
C,1.7,12 May 2012 at 07:00,184.800,10.1512
C,1.4,12 May 2012 at 09:24,184.829,10.1496
C,1.4,12 May 2012 at 12:48,184.840,10.1792
C,2.5,12 May 2012 at 13:24,184.836,10.1849
C,1.1,13 May 2012 at 02:00,184.809,10.1418
C,4.4,13 May 2012 at 04:12,184.777,10.1589
C,7.0,13 May 2012 at 08:12,184.745,10.2288
C,1.0,14 May 2012 at 00:48,184.517,10.3821
C,4.1,14 May 2012 at 07:36,184.600,10.3844
C,2.5,14 May 2012 at 09:36,184.608,10.3870
C,3.2,14 May 2012 at 16:12,184.599,10.3927
C,1.5,15 May 2012 at 00:00,184.357,10.4295
C,1.7,15 May 2012 at 09:48,184.762,10.4621
C,1.0,15 May 2012 at 20:00,184.564,10.5556
C,3.0,15 May 2012 at 22:12,184.506,10.5696
C,2.5,16 May 2012 at 09:24,184.997,10.8819
C,1.0,16 May 2012 at 12:24,185.211,10.8852
C,1.3,17 May 2012 at 19:00,185.968,10.4595
C,1.3,17 May 2012 at 21:36,185.152,11.3779
C,1.1,19 May 2012 at 01:24,102.816,14.6019
C,1.0,19 May 2012 at 12:24,102.685,14.6405
C,1.0,14 May 2012 at 13:36,99.8527,-21.0227
C,1.7,14 May 2012 at 19:24,99.8174,-20.9703
C,1.7,16 May 2012 at 00:24,72.7152,10.5571
C,1.2,23 May 2012 at 00:24,73.3939,10.8990
C,3.9,24 May 2012 at 20:12,-21.3944,11.7661
C,2.0,25 May 2012 at 20:00,279.069,-12.7351
C,2.0,25 May 2012 at 20:12,279.088,-12.7403
C,1.1,25 May 2012 at 23:12,279.014,-12.7907
C,1.5,26 May 2012 at 09:12,278.771,-12.8634
C,2.7,26 May 2012 at 16:12,278.959,-13.0066
C,3.1,27 May 2012 at 05:48,279.809,-13.0903
C,1.0,06 June 2012 at 18:00,277.859,-13.6480
C,1.5,31 May 2012 at 01:24,206.850,14.7732
C,2.2,31 May 2012 at 14:36,206.385,14.8204
C,2.5,31 May 2012 at 15:36,206.541,14.7845
C,1.4,31 May 2012 at 17:36,206.401,14.8222
C,1.3,31 May 2012 at 23:12,203.392,13.9644
C,1.2,31 May 2012 at 23:36,203.227,13.9443
C,1.1,01 June 2012 at 07:36,203.336,13.9139
C,1.5,02 June 2012 at 04:36,202.539,13.7857
C,1.0,07 June 2012 at 03:24,195.123,13.1907
C,1.1,07 June 2012 at 19:36,194.574,13.4503
C,1.8,07 June 2012 at 19:48,194.533,13.4641
C,4.8,08 June 2012 at 07:12,193.893,13.7267
C,2.1,01 June 2012 at 05:36,203.110,13.8782
C,1.6,03 June 2012 at 12:12,200.194,13.5329
C,1.0,04 June 2012 at 09:36,198.481,13.4373
C,2.4,01 June 2012 at 17:12,202.429,13.8806
C,2.2,02 June 2012 at 01:00,202.660,13.8061
C,1.6,07 June 2012 at 00:12,195.219,13.1927
C,1.0,07 June 2012 at 02:00,195.107,13.1716
C,1.2,07 June 2012 at 02:36,195.100,13.1721
C,1.1,04 June 2012 at 17:00,197.971,13.3747
C,1.5,05 June 2012 at 12:00,196.646,12.9632
C,4.2,05 June 2012 at 21:00,195.982,12.8973
C,1.2,06 June 2012 at 16:24,195.657,13.0988
C,1.2,06 June 2012 at 21:36,195.470,13.1461
C,1.1,06 June 2012 at 22:36,195.412,13.1595
C,1.1,07 June 2012 at 13:00,195.179,13.3759
C,1.1,07 June 2012 at 13:36,195.170,13.3988
C,2.7,07 June 2012 at 14:24,195.181,13.4197
C,9.1,07 June 2012 at 15:48,195.059,13.4360
C,1.5,09 June 2012 at 03:12,192.157,13.9509
C,1.5,09 June 2012 at 10:36,191.507,14.1925
C,1.1,11 June 2012 at 04:24,186.934,14.9151
C,1.5,11 June 2012 at 21:00,183.374,15.0857
C,1.0,12 June 2012 at 06:00,181.861,15.6157
C,1.3,12 June 2012 at 23:12,179.567,16.3779
C,1.1,05 June 2012 at 08:00,197.775,-17.9477
C,1.0,06 June 2012 at 17:12,197.572,-17.7532
C,1.1,06 June 2012 at 23:00,197.636,-17.7649
C,1.2,07 June 2012 at 00:36,197.656,-17.7637
C,1.5,07 June 2012 at 06:00,197.745,-17.7546
C,7.7,08 June 2012 at 03:12,197.738,-17.6670
C,1.1,11 June 2012 at 11:24,106.904,-24.2240
C,1.0,11 June 2012 at 14:48,106.921,-24.1233
C,1.5,11 June 2012 at 15:48,106.954,-24.1135
C,1.5,11 June 2012 at 17:00,106.985,-24.0022
C,1.5,11 June 2012 at 19:00,106.893,-24.0558
C,1.4,12 June 2012 at 17:36,106.596,-24.4950
C,1.2,14 June 2012 at 00:00,106.468,-25.0479
C,1.0,18 June 2012 at 07:12,106.381,-27.0924
C,1.1,10 June 2012 at 04:48,86.4849,-14.9833
C,1.3,10 June 2012 at 18:12,86.4496,-14.3824
C,2.3,10 June 2012 at 19:48,86.4469,-14.4120
C,1.1,10 June 2012 at 23:24,86.4397,-14.3592
C,2.0,12 June 2012 at 06:48,86.8838,-14.6073
C,1.3,12 June 2012 at 07:12,86.8778,-14.6169
C,1.6,12 June 2012 at 09:12,86.9176,-14.6117
C,1.1,12 June 2012 at 12:24,86.9752,-14.6356
C,2.0,14 June 2012 at 07:36,87.0058,-15.1545
C,2.5,14 June 2012 at 10:48,86.9807,-15.0781
C,5.0,14 June 2012 at 11:12,86.9933,-15.0679
C,2.6,14 June 2012 at 12:36,87.0155,-15.0668
C,4.0,14 June 2012 at 20:48,86.9039,-15.0437
C,3.0,15 June 2012 at 00:48,86.8180,-15.0390
C,3.4,15 June 2012 at 13:24,86.5599,-15.1410
C,1.1,15 June 2012 at 15:48,86.5111,-15.1875
C,2.0,15 June 2012 at 18:12,86.4911,-15.2479
C,2.4,16 June 2012 at 00:48,86.4208,-15.2933
C,1.8,16 June 2012 at 14:48,86.2951,-15.2130
C,1.0,17 June 2012 at 17:24,86.0724,-15.4252
C,3.9,17 June 2012 at 17:36,86.0721,-15.4303
C,1.0,17 June 2012 at 20:00,86.0291,-15.4655
C,1.8,17 June 2012 at 21:36,85.9901,-15.4728
C,1.1,17 June 2012 at 22:24,85.9785,-15.4700
C,1.2,17 June 2012 at 23:48,85.9513,-15.4711
C,1.6,18 June 2012 at 01:00,85.9371,-15.4719
C,1.1,19 June 2012 at 04:48,86.0971,-15.7577
C,1.2,19 June 2012 at 13:36,86.1692,-15.8597
C,1.0,19 June 2012 at 14:24,86.1623,-15.8554
C,1.2,20 June 2012 at 02:00,86.0920,-15.9802
C,1.0,20 June 2012 at 04:24,86.0971,-16.0213
C,1.3,20 June 2012 at 06:00,86.0995,-16.0461
C,1.5,20 June 2012 at 11:12,86.0839,-16.0676
C,3.1,20 June 2012 at 16:24,86.0357,-16.0107
C,1.3,14 June 2012 at 01:48,87.0214,-15.2787
C,1.0,12 June 2012 at 02:12,80.5013,10.9684
C,1.0,12 June 2012 at 02:12,80.5013,10.9684
C,1.1,12 June 2012 at 02:36,80.5237,10.9756
C,2.1,12 June 2012 at 03:12,80.5848,10.9630
C,1.0,12 June 2012 at 04:24,80.6323,10.9974
C,1.0,12 June 2012 at 05:36,80.6613,11.0081
C,1.5,12 June 2012 at 19:12,81.1269,11.0810
C,1.4,25 June 2012 at 21:00,266.460,-16.8511
C,1.2,26 June 2012 at 19:48,265.071,-16.3286
C,3.2,27 June 2012 at 08:12,264.912,-16.2821
C,1.0,28 June 2012 at 02:00,265.099,-16.1763
C,4.2,28 June 2012 at 04:48,265.066,-16.1731
C,1.1,29 June 2012 at 18:48,265.409,-16.0594
C,1.0,26 June 2012 at 00:12,215.836,15.9627
C,1.3,26 June 2012 at 13:00,216.256,15.5840
C,3.4,27 June 2012 at 05:24,216.509,15.4481
C,1.6,27 June 2012 at 11:12,216.808,15.5730
C,3.4,27 June 2012 at 12:36,216.876,15.5152
C,2.6,28 June 2012 at 02:12,216.699,15.6150
C,1.7,28 June 2012 at 19:48,215.029,15.6230
C,1.4,29 June 2012 at 00:36,214.456,15.7529
C,6.7,29 June 2012 at 01:24,214.319,15.7659
C,1.3,29 June 2012 at 06:00,214.159,15.7466
C,1.8,29 June 2012 at 23:36,212.139,15.6791
C,1.6,30 June 2012 at 09:48,212.249,15.7454
C,1.3,01 July 2012 at 01:12,210.453,16.2505
C,5.4,01 July 2012 at 07:12,209.358,16.4628
C,1.5,02 July 2012 at 02:48,208.029,16.9583
C,1.0,02 July 2012 at 04:48,208.096,16.9620
C,1.7,02 July 2012 at 14:48,208.187,16.9690
C,4.5,02 July 2012 at 18:12,208.270,16.9915
C,6.5,02 July 2012 at 23:36,208.187,17.0086
C,8.2,03 July 2012 at 14:36,208.724,16.9489
C,9.3,03 July 2012 at 20:48,208.508,17.0131
C,6.7,07 July 2012 at 04:24,208.737,17.2059
C,8.4,08 July 2012 at 00:12,208.964,17.1732
C,4.5,09 July 2012 at 07:12,195.871,19.7814
C,4.4,30 June 2012 at 08:36,209.397,-16.0309
C,2.7,30 June 2012 at 11:00,209.325,-16.0332
C,2.4,01 July 2012 at 15:36,207.731,-16.3071
C,2.9,02 July 2012 at 10:36,207.175,-16.4936
C,1.8,02 July 2012 at 12:24,207.213,-16.5126
C,6.1,04 July 2012 at 04:12,207.212,-16.5050
C,4.4,08 July 2012 at 03:36,207.252,-16.6934
C,4.6,29 June 2012 at 04:12,209.526,-16.1566
C,6.2,29 June 2012 at 06:48,209.331,-16.1702
C,2.9,29 June 2012 at 08:24,209.320,-16.1802
C,1.0,30 June 2012 at 04:36,209.611,-16.0334
C,1.3,01 July 2012 at 10:24,207.890,-16.2175
C,8.2,01 July 2012 at 15:48,207.746,-16.3106
