class,level,time,latitude,longitude
C,3.8,11 January 2013 at 06:36,148.762,7.73288
C,1.5,11 January 2013 at 08:12,148.737,7.70779
C,1.5,11 January 2013 at 14:24,148.787,7.62525
C,1.6,11 January 2013 at 18:48,148.711,7.61932
C,4.5,11 January 2013 at 19:48,148.670,7.63522
C,2.9,11 January 2013 at 21:12,148.632,7.65526
C,5.3,12 January 2013 at 02:24,148.625,7.63349
C,2.7,12 January 2013 at 03:36,148.604,7.63578
C,2.1,12 January 2013 at 04:24,148.572,7.63742
C,2.0,12 January 2013 at 16:00,148.512,7.58987
C,2.3,12 January 2013 at 17:12,148.524,7.58232
C,3.9,12 January 2013 at 19:36,148.584,7.54858
C,2.8,12 January 2013 at 21:36,148.574,7.54141
C,1.9,13 January 2013 at 01:48,148.526,7.57594
C,1.6,13 January 2013 at 11:36,148.362,7.69677
C,1.7,13 January 2013 at 11:48,148.349,7.70400
C,2.0,13 January 2013 at 16:12,148.323,7.71882
C,3.4,14 January 2013 at 15:48,148.037,7.81493
C,1.3,14 January 2013 at 17:24,148.086,7.79868
C,2.2,15 January 2013 at 06:00,147.851,7.83437
C,1.2,15 January 2013 at 12:12,147.840,7.81774
C,1.8,15 January 2013 at 23:00,147.673,7.88603
C,1.0,18 January 2013 at 13:12,146.560,8.29097
C,5.8,18 January 2013 at 17:12,146.550,8.28650
C,2.3,18 January 2013 at 17:48,146.550,8.29292
C,1.0,19 January 2013 at 06:24,145.985,8.46969
C,1.1,20 January 2013 at 14:36,139.527,9.50263
C,1.1,19 January 2013 at 03:48,67.5471,13.8728
C,1.1,31 January 2013 at 04:36,299.139,-10.9617
C,1.2,02 February 2013 at 05:12,239.839,10.4301
C,1.5,03 February 2013 at 18:00,239.722,10.6569
C,2.0,04 February 2013 at 15:00,159.050,7.20319
C,1.9,04 February 2013 at 20:48,159.426,7.25455
C,6.3,05 February 2013 at 08:24,160.942,7.49669
C,1.0,06 February 2013 at 06:00,161.002,6.98302
C,1.5,12 February 2013 at 18:00,161.855,17.7863
C,1.0,14 February 2013 at 04:36,161.707,17.6503
C,2.1,19 February 2013 at 10:48,70.0823,11.5996
C,8.2,20 February 2013 at 11:12,69.9306,10.8920
C,3.0,20 February 2013 at 15:00,69.8841,10.8706
C,1.7,20 February 2013 at 22:00,69.7135,10.7294
C,1.9,21 February 2013 at 03:12,69.5546,10.7233
C,2.0,21 February 2013 at 04:12,69.5858,10.6986
C,2.5,21 February 2013 at 05:00,69.6123,10.6859
C,1.0,22 February 2013 at 12:24,69.3793,10.4368
C,4.7,23 February 2013 at 16:12,64.7944,10.6453
C,2.9,23 February 2013 at 19:00,64.1068,10.7484
C,1.0,17 February 2013 at 00:36,36.2085,12.3184
C,2.5,17 February 2013 at 15:36,36.7903,12.4264
C,1.0,17 February 2013 at 20:00,36.8035,12.5289
C,1.0,18 February 2013 at 02:36,36.7425,12.6927
C,1.1,05 March 2013 at 20:48,264.539,-14.0482
C,1.5,07 March 2013 at 16:48,265.733,-14.2686
C,1.1,13 March 2013 at 04:36,148.548,-19.7166
C,2.0,12 March 2013 at 11:12,117.391,24.3905
C,2.1,14 March 2013 at 06:00,123.874,12.3816
C,2.6,16 March 2013 at 04:24,116.931,-19.3116
C,2.8,16 March 2013 at 05:36,117.055,-19.3158
C,1.5,16 March 2013 at 08:36,117.352,-19.2894
C,1.0,17 March 2013 at 12:48,117.395,-19.2995
C,1.0,17 March 2013 at 21:24,117.559,-19.2583
C,1.4,18 March 2013 at 02:24,117.480,-19.3372
C,2.8,18 March 2013 at 03:24,117.503,-19.3405
C,1.2,18 March 2013 at 11:36,118.247,-19.2808
C,1.3,18 March 2013 at 21:00,116.483,-19.6943
C,1.4,18 March 2013 at 23:00,115.594,-19.8682
C,4.3,19 March 2013 at 01:12,114.481,-20.0812
C,1.7,19 March 2013 at 16:24,111.699,-20.2609
C,3.6,12 March 2013 at 22:48,74.0745,10.1577
C,1.8,13 March 2013 at 00:12,73.8985,10.1203
C,1.2,19 March 2013 at 16:48,73.4046,9.23495
C,1.0,19 March 2013 at 20:48,73.4678,9.15527
C,1.3,20 March 2013 at 06:12,73.6731,9.11489
C,1.0,20 March 2013 at 19:36,73.2828,9.68964
C,1.0,21 March 2013 at 15:36,73.1257,10.1525
C,3.5,21 March 2013 at 18:24,72.9733,10.2224
C,1.9,21 March 2013 at 20:24,72.6351,10.3378
C,2.9,22 March 2013 at 02:36,72.3181,10.4061
C,1.1,22 March 2013 at 04:00,72.0836,10.4200
C,1.4,22 March 2013 at 12:24,65.9164,13.8391
C,1.2,22 March 2013 at 18:48,66.3640,14.1015
C,1.6,11 March 2013 at 17:00,52.7326,9.69467
C,1.0,12 March 2013 at 14:12,52.8358,9.60335
C,1.0,17 March 2013 at 14:48,51.1944,10.0109
C,1.5,19 March 2013 at 14:24,51.8677,9.98191
C,1.4,13 March 2013 at 16:24,92.8383,4.21869
C,2.2,15 March 2013 at 10:48,93.9846,4.10634
C,1.0,15 March 2013 at 15:12,94.0459,4.09464
C,1.2,04 April 2013 at 10:00,176.509,9.77993
C,1.6,07 April 2013 at 17:00,175.473,9.16998
C,1.5,08 April 2013 at 23:48,176.783,8.98875
C,2.2,09 April 2013 at 00:24,176.754,8.99030
C,1.0,10 April 2013 at 12:00,176.620,9.61035
C,3.9,10 April 2013 at 23:36,173.674,10.8823
C,1.7,03 April 2013 at 18:48,155.789,-19.1842
C,1.4,11 April 2013 at 00:24,154.282,-18.1408
C,1.6,08 April 2013 at 15:48,129.421,12.9047
C,1.2,06 April 2013 at 20:00,183.071,17.7159
C,1.2,06 April 2013 at 06:00,88.7440,-11.6655
C,1.7,06 April 2013 at 21:36,76.7274,8.00381
C,1.6,07 April 2013 at 01:12,76.7205,8.14095
C,1.1,10 April 2013 at 16:48,76.7025,10.1879
C,1.1,12 April 2013 at 18:12,76.3240,10.5183
C,1.5,13 April 2013 at 01:48,76.3092,10.5805
C,1.0,15 April 2013 at 18:00,74.7608,10.6475
C,1.7,16 April 2013 at 16:48,74.0409,9.46196
C,1.6,16 April 2013 at 18:24,73.9722,9.46019
C,3.5,16 April 2013 at 21:36,74.0118,9.49278
C,1.3,17 April 2013 at 04:48,74.1967,9.51961
C,1.3,17 April 2013 at 20:12,73.6793,9.49285
C,1.2,17 April 2013 at 20:48,73.7165,9.49009
C,1.6,18 April 2013 at 08:24,73.9480,9.34906
C,6.5,18 April 2013 at 18:24,71.7858,9.67562
C,1.0,06 April 2013 at 06:48,109.612,21.8080
C,1.1,06 April 2013 at 09:48,109.539,21.7927
C,1.7,06 April 2013 at 11:48,109.403,21.7925
C,1.4,06 April 2013 at 12:24,109.385,21.7776
C,1.0,06 April 2013 at 23:36,109.576,21.7154
C,3.1,07 April 2013 at 16:00,108.880,21.6994
C,2.2,09 April 2013 at 07:24,108.428,21.4458
C,2.9,09 April 2013 at 09:00,108.408,21.4199
C,1.6,09 April 2013 at 11:36,108.366,21.4039
C,1.5,09 April 2013 at 13:36,108.317,21.3621
C,1.1,09 April 2013 at 20:36,108.252,21.3067
C,1.8,10 April 2013 at 02:12,108.153,21.2920
C,1.2,10 April 2013 at 09:36,107.957,21.3019
C,2.2,11 April 2013 at 12:48,107.272,21.3529
C,1.0,11 April 2013 at 17:00,107.165,21.3454
C,2.2,12 April 2013 at 04:12,107.007,21.2325
C,1.4,12 April 2013 at 17:24,106.884,21.1892
C,2.1,12 April 2013 at 18:48,106.878,21.1573
C,1.9,13 April 2013 at 03:36,106.788,21.0936
C,1.4,13 April 2013 at 19:48,106.759,20.9840
C,1.2,10 April 2013 at 13:00,49.9416,-19.8522
C,4.2,11 April 2013 at 10:12,52.5362,-19.4337
C,1.5,13 April 2013 at 09:24,-21.9302,-26.6155
C,1.2,22 April 2013 at 22:00,335.650,-26.7960
C,1.2,15 April 2013 at 14:00,1.40591,-18.6572
C,1.5,16 April 2013 at 04:36,1.58178,-18.7139
C,1.3,16 April 2013 at 07:36,1.51224,-18.7609
C,2.7,21 April 2013 at 20:12,1.24866,-20.0204
C,3.0,23 April 2013 at 18:36,0.388855,-23.8598
C,1.5,20 April 2013 at 00:36,325.279,12.7019
C,1.4,20 April 2013 at 02:36,325.431,12.7078
C,1.1,20 April 2013 at 03:48,325.490,12.6999
C,1.4,20 April 2013 at 08:00,325.581,12.6458
C,1.0,20 April 2013 at 17:12,325.404,12.6565
C,1.1,20 April 2013 at 22:12,325.479,12.6116
C,1.1,20 April 2013 at 22:24,325.496,12.6066
C,1.3,20 April 2013 at 22:48,325.510,12.5968
C,3.6,21 April 2013 at 01:12,325.659,12.5657
C,1.0,21 April 2013 at 03:00,325.789,12.5703
C,1.4,21 April 2013 at 05:12,326.213,12.5527
C,2.7,21 April 2013 at 06:00,326.264,12.5367
C,1.3,21 April 2013 at 07:36,326.370,12.5247
C,2.5,21 April 2013 at 09:24,326.392,12.5397
C,1.8,21 April 2013 at 10:24,326.424,12.5332
C,1.0,21 April 2013 at 11:00,326.441,12.5250
C,1.0,21 April 2013 at 12:00,326.458,12.4983
C,2.2,21 April 2013 at 14:24,326.445,12.4608
C,2.9,21 April 2013 at 16:00,326.457,12.4324
C,4.5,21 April 2013 at 18:36,326.408,12.4081
C,1.5,22 April 2013 at 22:48,325.973,12.2454
C,1.1,23 April 2013 at 04:24,325.888,12.3580
C,8.2,23 April 2013 at 14:12,325.995,12.4441
C,1.2,23 April 2013 at 15:00,326.029,12.4237
C,1.5,23 April 2013 at 15:12,326.022,12.4268
C,2.5,23 April 2013 at 15:24,326.046,12.4237
C,1.8,23 April 2013 at 19:36,326.056,12.3562
C,1.7,23 April 2013 at 23:12,326.096,12.3250
C,2.5,23 April 2013 at 23:24,326.096,12.3246
C,1.4,24 April 2013 at 00:24,326.099,12.3499
C,1.4,24 April 2013 at 03:24,326.095,12.3888
C,1.6,24 April 2013 at 23:00,325.697,12.5876
C,2.6,25 April 2013 at 00:24,325.632,12.6072
C,1.5,25 April 2013 at 03:36,325.556,12.6306
C,3.4,25 April 2013 at 10:48,325.426,12.7419
C,1.1,25 April 2013 at 14:36,325.384,12.7487
C,1.5,25 April 2013 at 16:24,325.359,12.7582
C,5.6,25 April 2013 at 17:24,325.361,12.7497
C,5.8,25 April 2013 at 19:36,325.312,12.7444
C,5.7,25 April 2013 at 22:00,325.290,12.7123
C,7.0,26 April 2013 at 06:24,323.579,12.9231
C,1.5,26 April 2013 at 08:24,323.076,12.9922
C,3.4,26 April 2013 at 09:00,323.014,13.0073
C,3.5,26 April 2013 at 13:00,322.703,13.1309
C,4.4,26 April 2013 at 15:48,322.430,13.1789
C,1.7,26 April 2013 at 17:12,322.277,13.1979
C,2.3,26 April 2013 at 18:24,322.132,13.2293
C,2.7,26 April 2013 at 21:12,321.506,13.4589
C,5.7,26 April 2013 at 22:24,321.195,13.5867
C,5.2,27 April 2013 at 02:48,320.044,13.4494
C,3.1,27 April 2013 at 06:24,319.595,13.4785
C,4.4,28 April 2013 at 20:12,245.795,-17.4013
C,4.0,29 April 2013 at 19:36,246.049,-17.4737
C,5.9,29 April 2013 at 20:36,219.750,-17.6612
C,2.2,30 April 2013 at 02:00,219.836,-17.6959
C,1.8,30 April 2013 at 08:48,219.865,-17.7223
C,3.6,30 April 2013 at 20:00,220.053,-17.7498
C,2.6,30 April 2013 at 20:48,220.090,-17.7404
C,9.6,01 May 2013 at 01:24,220.268,-17.7693
C,4.1,01 May 2013 at 02:00,220.260,-17.7776
C,5.5,01 May 2013 at 07:24,220.463,-17.7903
C,2.3,01 May 2013 at 18:48,220.790,-17.7941
C,1.0,02 May 2013 at 17:12,221.711,-17.8457
C,1.7,03 May 2013 at 00:36,221.885,-17.8656
C,1.7,03 May 2013 at 01:24,222.037,-17.8309
C,1.1,27 April 2013 at 13:24,186.024,9.26680
C,2.1,28 April 2013 at 06:12,186.135,9.29668
C,1.1,28 April 2013 at 14:36,186.042,9.30782
C,1.9,28 April 2013 at 15:00,186.061,9.28742
C,1.8,28 April 2013 at 15:48,186.102,9.26992
C,3.7,28 April 2013 at 16:00,186.109,9.25321
C,1.8,28 April 2013 at 17:00,186.122,9.22158
C,3.6,28 April 2013 at 18:00,186.115,9.21378
C,1.5,28 April 2013 at 21:00,186.198,9.14596
C,1.3,28 April 2013 at 21:36,186.207,9.15338
C,3.1,28 April 2013 at 23:36,186.298,9.16429
C,1.7,29 April 2013 at 00:00,186.316,9.16629
C,3.0,29 April 2013 at 03:12,186.330,9.15215
C,3.0,29 April 2013 at 06:00,186.380,9.14092
C,3.9,29 April 2013 at 22:00,186.575,9.01214
C,1.3,30 April 2013 at 00:12,186.703,9.00764
C,1.0,30 April 2013 at 03:12,186.785,8.99941
C,2.0,01 May 2013 at 07:00,187.289,9.21644
C,1.1,01 May 2013 at 11:48,187.399,9.19456
C,1.8,01 May 2013 at 12:00,187.385,9.19460
C,6.6,01 May 2013 at 14:12,187.401,9.19115
C,2.5,01 May 2013 at 16:12,187.312,9.21654
C,4.6,01 May 2013 at 20:36,187.210,9.22684
C,1.4,02 May 2013 at 16:12,186.929,9.39531
C,1.7,03 May 2013 at 12:12,186.636,9.65844
C,1.4,04 May 2013 at 13:24,186.475,9.73308
C,2.0,04 May 2013 at 16:24,186.387,9.80792
C,1.6,04 May 2013 at 18:24,186.316,9.85164
C,1.1,05 May 2013 at 21:00,191.630,10.5336
C,1.1,06 May 2013 at 15:00,193.187,9.45094
C,1.9,27 April 2013 at 15:12,155.091,-17.3528
C,1.5,27 April 2013 at 16:24,155.092,-17.2847
C,3.0,29 April 2013 at 02:48,140.815,-18.4895
C,3.3,29 April 2013 at 05:24,141.085,-18.6962
C,1.4,01 May 2013 at 01:00,139.191,-19.2408
C,2.7,01 May 2013 at 04:12,139.016,-19.2661
C,1.4,01 May 2013 at 20:12,138.403,-19.2460
C,2.8,02 May 2013 at 20:48,137.358,-19.4055
C,2.3,02 May 2013 at 22:00,137.247,-19.4134
C,1.7,02 May 2013 at 23:12,137.112,-19.4260
C,1.7,03 May 2013 at 15:00,136.151,-19.4183
C,1.4,03 May 2013 at 21:12,135.884,-19.3681
C,2.4,04 May 2013 at 03:24,135.833,-19.3884
C,2.0,04 May 2013 at 06:00,135.974,-19.4161
C,1.3,04 May 2013 at 23:24,134.802,-19.3535
C,3.2,05 May 2013 at 16:12,133.644,-19.4188
C,1.6,07 May 2013 at 08:24,131.268,-19.0216
C,1.5,11 May 2013 at 16:48,128.447,-18.8523
C,2.9,08 May 2013 at 00:24,79.3113,13.5395
C,1.0,04 May 2013 at 07:36,75.0460,12.6976
C,3.7,04 May 2013 at 08:00,75.2446,12.6321
C,5.6,04 May 2013 at 12:36,75.8443,12.5670
C,2.2,04 May 2013 at 19:36,76.3654,12.5887
C,1.7,04 May 2013 at 23:48,76.9837,12.4629
C,8.0,05 May 2013 at 00:48,77.2571,12.3538
C,1.2,05 May 2013 at 03:12,77.4699,12.3293
C,1.6,05 May 2013 at 05:12,77.8307,12.3437
C,8.4,05 May 2013 at 06:48,77.9796,12.4266
C,1.1,05 May 2013 at 09:00,78.4066,12.4381
C,2.3,05 May 2013 at 09:36,78.5270,12.3935
C,8.3,05 May 2013 at 20:00,79.1546,12.6037
C,2.3,06 May 2013 at 00:12,79.2569,12.7162
C,1.0,06 May 2013 at 01:12,79.3550,12.7407
C,2.4,06 May 2013 at 02:00,79.3439,12.7635
C,1.3,07 May 2013 at 22:24,79.2246,13.3998
C,2.5,10 May 2013 at 16:48,78.5146,13.6259
C,2.8,11 May 2013 at 19:12,79.1358,13.8954
C,1.0,06 May 2013 at 01:48,66.0176,-20.0595
C,1.3,06 May 2013 at 08:12,46.9975,-21.3375
C,1.2,07 May 2013 at 05:36,136.625,-7.73979
C,1.1,08 May 2013 at 19:00,137.141,-8.81671
C,3.4,09 May 2013 at 05:24,137.501,-8.56350
C,1.3,09 May 2013 at 20:36,14.5329,27.1723
C,1.2,10 May 2013 at 05:12,14.7059,27.0402
C,1.6,12 May 2013 at 09:00,13.6483,24.4834
C,1.6,12 May 2013 at 10:24,13.4987,24.2515
C,2.0,14 May 2013 at 23:00,13.0379,23.6489
C,1.2,18 May 2013 at 05:24,13.7775,23.4569
C,2.7,09 May 2013 at 17:48,-5.05538,3.34260
C,2.2,09 May 2013 at 21:00,-4.37833,3.38856
C,1.6,09 May 2013 at 22:00,-4.43842,3.35312
C,9.0,09 May 2013 at 23:12,-4.61337,3.36634
C,3.1,10 May 2013 at 02:48,-4.73122,3.33817
C,2.1,10 May 2013 at 03:00,-4.72358,3.35236
C,1.3,11 May 2013 at 03:00,-4.17125,3.59080
C,1.1,12 May 2013 at 03:24,-3.40496,4.06100
C,1.2,12 May 2013 at 03:36,-3.40187,4.05902
C,1.3,12 May 2013 at 06:24,-3.39154,4.08010
C,1.2,16 May 2013 at 12:12,358.622,4.45925
C,5.0,17 May 2013 at 04:36,358.989,4.68686
C,1.4,11 May 2013 at 12:48,-26.1163,-27.8098
C,1.0,11 May 2013 at 18:00,-26.3235,-27.6447
C,8.0,11 May 2013 at 19:48,-26.2585,-27.5991
C,2.2,12 May 2013 at 04:36,-26.2492,-27.6726
C,1.5,21 May 2013 at 00:12,330.568,-27.7946
C,1.1,21 May 2013 at 07:48,330.591,-28.4489
C,1.8,10 May 2013 at 09:48,-24.2262,11.7192
C,2.5,10 May 2013 at 14:36,-25.7306,12.8969
C,1.8,10 May 2013 at 22:48,-26.9814,12.9665
C,2.2,11 May 2013 at 14:00,-27.4923,13.0559
C,1.2,12 May 2013 at 02:12,-27.2191,13.0646
C,1.2,12 May 2013 at 05:24,-27.1777,13.1100
C,1.3,12 May 2013 at 06:24,-27.1404,13.1073
C,1.5,12 May 2013 at 08:24,-27.2021,13.1391
C,2.0,12 May 2013 at 16:00,-26.8014,12.9419
C,4.5,13 May 2013 at 08:36,-26.1771,12.4815
C,8.3,13 May 2013 at 22:00,-26.7538,12.4952
C,1.4,15 May 2013 at 13:36,331.961,12.7018
C,1.2,21 May 2013 at 10:36,326.916,13.5299
C,1.9,22 May 2013 at 03:00,326.595,13.3038
C,2.8,13 May 2013 at 09:24,-63.4846,11.8597
C,4.0,13 May 2013 at 12:48,-64.0809,11.5529
C,5.3,13 May 2013 at 14:36,-64.5173,11.3980
C,2.9,13 May 2013 at 21:24,-65.5989,11.1860
C,1.8,14 May 2013 at 12:24,-65.4429,11.0868
C,4.3,14 May 2013 at 22:00,-65.4175,11.0913
C,1.6,15 May 2013 at 12:36,294.622,11.0822
C,1.1,15 May 2013 at 22:36,294.649,11.1785
C,1.1,16 May 2013 at 18:36,294.918,11.2164
C,4.8,16 May 2013 at 19:24,294.945,11.2236
C,6.0,18 May 2013 at 03:48,294.707,11.0998
C,1.1,18 May 2013 at 18:24,294.669,11.2712
C,4.0,20 May 2013 at 00:48,294.236,11.3924
C,2.7,20 May 2013 at 14:24,294.474,11.5270
C,9.6,20 May 2013 at 15:12,294.479,11.5270
C,6.0,20 May 2013 at 16:24,294.433,11.5038
C,1.3,20 May 2013 at 19:24,294.445,11.5078
C,1.3,20 May 2013 at 22:36,294.532,11.5272
C,3.4,19 May 2013 at 09:12,1.44879,-9.81383
C,1.1,19 May 2013 at 11:48,1.37640,-9.84342
C,1.4,19 May 2013 at 12:24,1.36530,-9.85797
C,1.1,19 May 2013 at 14:24,1.41824,-9.86661
C,6.3,19 May 2013 at 15:12,1.43665,-9.88573
C,4.7,19 May 2013 at 21:24,1.58325,-9.87081
C,1.1,16 May 2013 at 15:48,0.516785,18.2382
C,1.3,18 May 2013 at 07:00,358.773,18.3622
C,1.2,19 May 2013 at 08:36,357.737,18.6269
C,2.9,21 May 2013 at 22:36,227.531,-19.7464
C,1.1,22 May 2013 at 00:24,226.643,-19.7208
C,2.3,22 May 2013 at 01:00,226.457,-19.7202
C,2.4,22 May 2013 at 20:12,223.247,-19.6739
C,3.9,23 May 2013 at 14:48,222.854,-19.8136
C,2.6,23 May 2013 at 15:36,222.712,-19.8153
C,1.8,23 May 2013 at 18:24,222.631,-19.8149
C,3.4,23 May 2013 at 18:48,222.590,-19.8146
C,2.1,24 May 2013 at 16:36,220.053,-19.9053
C,1.6,25 May 2013 at 01:36,219.597,-20.0325
C,1.1,25 May 2013 at 04:36,219.510,-20.0502
C,3.8,26 May 2013 at 10:00,218.073,-20.1203
C,1.7,26 May 2013 at 21:48,216.887,-20.2654
C,1.6,20 May 2013 at 20:12,215.102,6.02751
C,1.0,21 May 2013 at 17:36,214.107,7.04640
C,1.4,23 May 2013 at 09:12,210.535,7.87523
C,1.3,23 May 2013 at 12:24,210.281,7.93931
C,2.1,25 May 2013 at 10:48,207.126,8.85368
C,1.6,25 May 2013 at 20:24,205.999,9.14851
C,1.2,29 May 2013 at 07:36,200.481,10.1624
C,1.0,24 May 2013 at 20:36,144.528,-8.35099
C,1.1,31 May 2013 at 11:24,128.568,-20.9898
C,1.8,02 June 2013 at 05:24,127.829,-24.1759
C,9.5,03 June 2013 at 07:24,127.535,-25.1242
C,1.8,03 June 2013 at 17:48,127.286,-25.4383
C,1.0,07 June 2013 at 01:12,124.683,-28.3769
C,1.1,07 June 2013 at 09:48,124.638,-29.2742
C,3.0,07 June 2013 at 11:48,124.610,-29.3180
C,1.1,31 May 2013 at 11:24,108.998,-18.8393
C,2.9,29 May 2013 at 22:36,96.4954,11.6046
C,1.2,14 June 2013 at 00:36,255.718,-18.4781
C,1.0,16 June 2013 at 10:24,244.977,-20.1986
C,1.1,18 June 2013 at 16:00,240.014,-21.2633
C,1.7,17 June 2013 at 08:12,241.094,-21.3023
C,1.2,17 June 2013 at 22:36,240.468,-21.1967
C,1.6,21 June 2013 at 09:24,238.127,-22.1476
C,1.3,21 June 2013 at 10:36,238.190,-22.1616
C,1.3,21 June 2013 at 12:00,238.217,-22.2137
C,1.1,21 June 2013 at 12:24,238.222,-22.2134
C,2.1,21 June 2013 at 22:12,237.515,-22.4087
C,1.5,21 June 2013 at 23:24,237.364,-22.4507
C,1.1,22 June 2013 at 09:12,236.725,-22.6537
C,1.0,15 June 2013 at 04:00,252.615,-18.9656
C,1.3,26 June 2013 at 16:00,219.676,-25.5409
C,1.2,17 June 2013 at 03:48,241.360,-21.2319
C,1.0,17 June 2013 at 04:48,241.299,-21.2591
C,1.3,18 June 2013 at 05:36,240.239,-21.2593
C,2.2,18 June 2013 at 07:24,240.298,-21.2593
C,1.3,20 June 2013 at 14:00,237.434,-21.8600
C,1.3,20 June 2013 at 16:00,237.218,-21.8832
C,1.3,20 June 2013 at 20:24,237.192,-21.9978
C,1.3,22 June 2013 at 05:12,236.880,-22.5241
C,2.0,24 June 2013 at 16:36,228.262,-24.1388
C,3.0,24 June 2013 at 20:48,227.364,-24.3887
C,1.0,26 June 2013 at 00:00,220.753,-25.6523
C,1.5,19 June 2013 at 12:00,232.915,3.45714
C,1.5,22 June 2013 at 17:36,234.338,3.49221
C,2.3,19 June 2013 at 01:00,252.860,11.4835
C,3.5,19 June 2013 at 07:24,252.947,11.4538
C,1.0,19 June 2013 at 17:12,253.243,11.4719
C,1.0,21 June 2013 at 18:12,253.248,11.1870
C,1.5,26 June 2013 at 00:12,250.225,11.1947
C,1.9,20 June 2013 at 09:24,160.457,-15.4843
C,4.4,28 June 2013 at 02:00,159.600,-15.5969
C,2.7,30 June 2013 at 15:12,159.944,-16.4743
C,1.3,30 June 2013 at 16:36,159.935,-16.4123
C,2.0,30 June 2013 at 16:48,159.980,-16.4362
C,1.2,02 July 2013 at 19:24,159.938,-16.8804
C,3.5,24 June 2013 at 08:24,128.453,-16.7054
C,9.9,24 June 2013 at 11:36,128.358,-16.6785
C,1.2,27 June 2013 at 08:12,125.033,-16.3074
C,1.2,27 June 2013 at 12:00,124.889,-16.2566
C,7.3,28 June 2013 at 03:36,124.658,-16.2912
C,1.6,28 June 2013 at 17:00,124.967,-16.2447
C,1.5,30 June 2013 at 09:24,125.267,-16.2838
C,1.3,30 June 2013 at 21:00,124.781,-16.1323
C,2.7,30 June 2013 at 15:12,143.774,-11.5378
C,1.3,30 June 2013 at 16:36,143.796,-11.5266
C,2.0,30 June 2013 at 16:48,143.845,-11.5102
C,1.2,02 July 2013 at 19:24,148.185,-11.1761
C,5.4,03 July 2013 at 03:36,148.423,-11.2014
C,1.1,29 June 2013 at 16:12,129.357,21.4455
C,1.2,01 July 2013 at 12:36,7.20493,-10.8151
C,1.1,01 July 2013 at 15:00,7.09612,-10.6313
C,1.8,01 July 2013 at 15:12,7.16269,-10.6740
C,7.1,02 July 2013 at 17:48,6.15788,-10.0931
C,1.1,03 July 2013 at 14:00,4.80859,-10.7560
C,2.1,03 July 2013 at 18:00,4.82903,-10.7389
C,6.0,03 July 2013 at 20:00,4.73954,-10.7427
C,8.9,04 July 2013 at 00:12,4.47286,-10.7649
C,3.0,04 July 2013 at 02:00,4.51689,-10.7150
C,1.0,04 July 2013 at 05:00,4.50377,-10.7394
C,3.9,04 July 2013 at 05:24,4.46710,-10.7452
C,1.1,04 July 2013 at 23:24,3.55865,-10.8392
C,1.8,05 July 2013 at 04:24,3.41985,-10.8324
C,1.9,05 July 2013 at 07:00,3.39878,-10.8200
C,1.2,05 July 2013 at 09:12,3.38338,-10.8301
C,3.5,05 July 2013 at 21:36,3.37459,-10.9319
C,2.3,06 July 2013 at 01:12,3.38168,-10.9449
C,4.1,06 July 2013 at 02:36,3.40259,-10.9594
C,2.9,06 July 2013 at 07:12,3.42933,-10.9764
C,1.0,06 July 2013 at 08:12,3.38909,-11.0013
C,6.1,07 July 2013 at 01:00,3.08716,-11.1504
C,1.2,07 July 2013 at 02:12,3.02888,-11.1673
C,1.5,07 July 2013 at 03:24,2.96919,-11.1897
C,1.1,07 July 2013 at 04:00,2.95944,-11.1966
C,1.7,07 July 2013 at 12:12,2.35623,-11.4072
C,1.0,07 July 2013 at 22:48,1.62409,-11.6324
C,9.7,08 July 2013 at 01:24,1.51405,-11.6890
C,4.5,08 July 2013 at 22:24,1.31351,-12.0321
C,2.8,09 July 2013 at 02:48,1.25174,-12.0555
C,2.0,09 July 2013 at 07:36,1.39154,-12.0431
C,2.3,09 July 2013 at 13:36,1.36868,-12.0847
C,2.0,11 July 2013 at 00:12,0.435974,-12.3661
C,1.4,11 July 2013 at 17:12,358.667,-12.6217
C,2.6,11 July 2013 at 18:00,358.696,-12.6289
C,1.3,12 July 2013 at 00:00,358.334,-12.7669
C,3.5,12 July 2013 at 17:36,354.451,-13.0598
C,7.2,03 July 2013 at 00:00,5.42007,-10.3478
C,2.6,03 July 2013 at 12:00,4.88104,-10.7350
C,1.4,03 July 2013 at 13:12,4.87452,-10.7685
C,1.6,03 July 2013 at 16:36,4.83635,-10.7542
C,1.1,03 July 2013 at 19:12,4.76814,-10.7333
C,1.8,04 July 2013 at 11:36,3.93958,-10.8817
C,1.0,04 July 2013 at 15:48,3.56680,-10.9672
C,5.9,04 July 2013 at 19:00,3.68643,-10.9107
C,6.8,04 July 2013 at 19:48,3.67874,-10.8932
C,2.7,04 July 2013 at 21:24,3.65361,-10.8620
C,3.8,05 July 2013 at 01:00,3.46790,-10.8405
C,3.3,05 July 2013 at 02:48,3.45934,-10.8364
C,1.5,05 July 2013 at 03:48,3.47842,-10.8266
C,2.2,05 July 2013 at 06:00,3.44540,-10.8183
C,1.5,05 July 2013 at 08:48,3.38618,-10.8266
C,2.8,05 July 2013 at 11:24,3.35276,-10.8473
C,8.5,05 July 2013 at 13:00,3.31773,-10.8608
C,3.6,05 July 2013 at 15:48,3.38618,-10.8650
C,4.9,05 July 2013 at 19:48,3.38632,-10.9093
C,1.1,09 July 2013 at 21:48,1.29996,-12.1714
C,1.3,10 July 2013 at 01:24,1.19559,-12.1855
C,4.9,10 July 2013 at 06:36,1.12228,-12.2197
